"","Region","SurveyName","Species","Common","TrendCategory","Notes","Haul_Inc_Dec","Bio_Inc_Dec"
"812","Southeast US","SEAMAP Spring Coastal Trawl Survey","Bagre marinus","Gafftopsail catfish","Sporadic - Primarily Present",NA,NA,NA
"813","Southeast US","SEAMAP Spring Coastal Trawl Survey","Bairdiella chrysoura","Silver perch","Persistently Present",NA,"Decreasing",NA
"814","Southeast US","SEAMAP Spring Coastal Trawl Survey","Bathytoshia centroura","Roughtail stingray","Sporadic - Primarily Present",NA,"Decreasing",NA
"815","Southeast US","SEAMAP Spring Coastal Trawl Survey","Brevoortia smithi","Yellowfin menhaden","Sporadic - Primarily Present",NA,"Decreasing",NA
"816","Southeast US","SEAMAP Spring Coastal Trawl Survey","Brevoortia tyrannus","Atlantic menhaden","Persistently Present",NA,"Decreasing",NA
"817","Southeast US","SEAMAP Spring Coastal Trawl Survey","Calappa flammea","Flame box crab","Emerged",NA,NA,NA
"818","Southeast US","SEAMAP Spring Coastal Trawl Survey","Callinectes ornatus","Shelling crab","Sporadic - Primarily Present",NA,NA,NA
"819","Southeast US","SEAMAP Spring Coastal Trawl Survey","Callinectes sapidus","Blue crab","Persistently Present",NA,"Increasing",NA
"820","Southeast US","SEAMAP Spring Coastal Trawl Survey","Callinectes similis","Lesser blue crab","Persistently Present",NA,NA,NA
"821","Southeast US","SEAMAP Spring Coastal Trawl Survey","Cancer irroratus","Atlantic rock crab","Sporadic - Primarily Present",NA,NA,NA
"822","Southeast US","SEAMAP Spring Coastal Trawl Survey","Caranx crysos","Blue runner","Persistently Present",NA,"Decreasing",NA
"823","Southeast US","SEAMAP Spring Coastal Trawl Survey","Caranx hippos","Crevalle jack","Sporadic - Primarily Present",NA,"Decreasing",NA
"824","Southeast US","SEAMAP Spring Coastal Trawl Survey","Carcharhinus acronotus","Blacknose shark","Emerged",NA,NA,NA
"825","Southeast US","SEAMAP Spring Coastal Trawl Survey","Carcharhinus limbatus","Blacktip shark","Potentially Emerging",NA,NA,NA
"826","Southeast US","SEAMAP Spring Coastal Trawl Survey","Centropristis philadelphica","Rock sea bass","Sporadic - Primarily Present",NA,NA,NA
"827","Southeast US","SEAMAP Spring Coastal Trawl Survey","Centropristis striata","Black sea bass","Persistently Present",NA,"Decreasing",NA
"828","Southeast US","SEAMAP Spring Coastal Trawl Survey","Chaetodipterus faber","Atlantic spadefish","Persistently Present",NA,"Decreasing",NA
"829","Southeast US","SEAMAP Spring Coastal Trawl Survey","Chilomycterus schoepfii","Striped burrfish","Persistently Present",NA,"Decreasing",NA
"830","Southeast US","SEAMAP Spring Coastal Trawl Survey","Chloroscombrus chrysurus","Atlantic bumper","Persistently Present",NA,"Increasing",NA
"831","Southeast US","SEAMAP Spring Coastal Trawl Survey","Citharichthys macrops","Spotted whiff","Persistently Present",NA,"Decreasing",NA
"832","Southeast US","SEAMAP Spring Coastal Trawl Survey","Citharichthys spilopterus","Bay whiff","Potentially Emerging",NA,NA,NA
"833","Southeast US","SEAMAP Spring Coastal Trawl Survey","Cynoscion nothus","Silver seatrout","Persistently Present",NA,"Increasing",NA
"834","Southeast US","SEAMAP Spring Coastal Trawl Survey","Cynoscion regalis","Weakfish","Persistently Present",NA,"Decreasing",NA
"835","Southeast US","SEAMAP Spring Coastal Trawl Survey","Decapterus punctatus","Round scad","Sporadic - Primarily Present",NA,NA,NA
"836","Southeast US","SEAMAP Spring Coastal Trawl Survey","Diplectrum formosum","Sand perch","Sporadic - Primarily Present",NA,NA,NA
"837","Southeast US","SEAMAP Spring Coastal Trawl Survey","Doryteuthis sp","Inshore Squid sp.","Persistently Present",NA,"Decreasing",NA
"838","Southeast US","SEAMAP Spring Coastal Trawl Survey","Echeneis naucrates","Sharksucker","Persistently Present",NA,"Decreasing",NA
"839","Southeast US","SEAMAP Spring Coastal Trawl Survey","Etropus crossotus","Fringed flounder","Persistently Present",NA,"Decreasing",NA
"840","Southeast US","SEAMAP Spring Coastal Trawl Survey","Etropus cyclosquamus","Shelf flounder","Potentially Disappearing",NA,NA,NA
"841","Southeast US","SEAMAP Spring Coastal Trawl Survey","Etrumeus sadina","Round herring","Potentially Disappearing",NA,"Decreasing",NA
"842","Southeast US","SEAMAP Spring Coastal Trawl Survey","Eucinostomus spp.","Mojarras","Sporadic - Primarily Present",NA,NA,NA
"843","Southeast US","SEAMAP Spring Coastal Trawl Survey","Gibbesia neglecta","Lesser mantis shrimp","Persistently Present",NA,NA,NA
"844","Southeast US","SEAMAP Spring Coastal Trawl Survey","Gymnura altavela","Spiny butterfly ray","Emerged",NA,"Decreasing",NA
"845","Southeast US","SEAMAP Spring Coastal Trawl Survey","Gymnura micrura","Smooth butterfly ray","Persistently Present",NA,"Decreasing",NA
"846","Southeast US","SEAMAP Spring Coastal Trawl Survey","Harengula jaguana","Scaled sardine","Persistently Present",NA,"Increasing",NA
"847","Southeast US","SEAMAP Spring Coastal Trawl Survey","Hepatus epheliticus","Calico box crab","Persistently Present",NA,"Decreasing",NA
"848","Southeast US","SEAMAP Spring Coastal Trawl Survey","Hypanus americanus","Southern stingray","Persistently Present",NA,"Decreasing",NA
"849","Southeast US","SEAMAP Spring Coastal Trawl Survey","Hypanus sabinus","Atlantic stingray","Potentially Disappearing",NA,"Decreasing",NA
"850","Southeast US","SEAMAP Spring Coastal Trawl Survey","Hypanus say","Bluntnose stingray","Persistently Present",NA,"Decreasing","Decreasing"
"851","Southeast US","SEAMAP Spring Coastal Trawl Survey","Lagodon rhomboides","Pinfish","Persistently Present",NA,"Decreasing",NA
"852","Southeast US","SEAMAP Spring Coastal Trawl Survey","Larimus fasciatus","Banded drum","Persistently Present",NA,NA,NA
"853","Southeast US","SEAMAP Spring Coastal Trawl Survey","Leiostomus xanthurus","Spot","Persistently Present",NA,NA,NA
"854","Southeast US","SEAMAP Spring Coastal Trawl Survey","Limulus polyphemus","Horseshoe crab","Emerged",NA,"Decreasing","Decreasing"
"855","Southeast US","SEAMAP Spring Coastal Trawl Survey","Lolliguncula brevis","Atlantic brief squid","Persistently Present",NA,"Decreasing",NA
"856","Southeast US","SEAMAP Spring Coastal Trawl Survey","Menippe mercenaria","Florida stone crab","Persistently Present",NA,"Decreasing",NA
"857","Southeast US","SEAMAP Spring Coastal Trawl Survey","Menticirrhus americanus","Southern kingfish","Persistently Present",NA,"Decreasing",NA
"858","Southeast US","SEAMAP Spring Coastal Trawl Survey","Menticirrhus littoralis","Gulf kingfish","Persistently Present",NA,"Decreasing",NA
"859","Southeast US","SEAMAP Spring Coastal Trawl Survey","Menticirrhus saxatilis","Northern kingfish","Sporadic - Primarily Present",NA,NA,NA
"860","Southeast US","SEAMAP Spring Coastal Trawl Survey","Micropogonias undulatus","Atlantic croaker","Persistently Present",NA,"Increasing",NA
"861","Southeast US","SEAMAP Spring Coastal Trawl Survey","Mobula hypostoma","Devil ray","Sporadic - Primarily Present",NA,NA,NA
"862","Southeast US","SEAMAP Spring Coastal Trawl Survey","Mustelus canis","Smooth dogfish","Potentially Disappearing","Preliminary trend - under review","Decreasing",NA
"863","Southeast US","SEAMAP Spring Coastal Trawl Survey","Myliobatis freminvillei","Bullnose eagle ray","Persistently Present",NA,"Decreasing","Decreasing"
"864","Southeast US","SEAMAP Spring Coastal Trawl Survey","Narcine brasiliensis","Brazilian electric ray","Sporadic - Primarily Absent",NA,NA,NA
"865","Southeast US","SEAMAP Spring Coastal Trawl Survey","Octopus vulgaris","Common octopus","Sporadic - Primarily Present",NA,"Decreasing",NA
"866","Southeast US","SEAMAP Spring Coastal Trawl Survey","Oligoplites saurus","Leatherjacket","Sporadic - Primarily Absent",NA,"Increasing",NA
"867","Southeast US","SEAMAP Spring Coastal Trawl Survey","Ophidion marginatum","Striped cusk-eel","Sporadic - Primarily Absent",NA,NA,NA
"868","Southeast US","SEAMAP Spring Coastal Trawl Survey","Opisthonema oglinum","Atlantic thread herring","Persistently Present",NA,NA,NA
"869","Southeast US","SEAMAP Spring Coastal Trawl Survey","Orthopristis chrysoptera","Pigfish","Persistently Present",NA,NA,NA
"870","Southeast US","SEAMAP Spring Coastal Trawl Survey","Ovalipes ocellatus","Ocellate lady crab","Persistently Present",NA,"Decreasing",NA
"871","Southeast US","SEAMAP Spring Coastal Trawl Survey","Ovalipes stephensoni","Coarsehand lady crab","Persistently Present",NA,"Decreasing","Decreasing"
"872","Southeast US","SEAMAP Spring Coastal Trawl Survey","Pagurus longicarpus","Longwrist hermit crab","Potentially Disappearing",NA,"Decreasing",NA
"873","Southeast US","SEAMAP Spring Coastal Trawl Survey","Pagurus pollicaris","Gray hermit crab","Persistently Present",NA,"Decreasing",NA
"874","Southeast US","SEAMAP Spring Coastal Trawl Survey","Paralichthys albigutta","Gulf flounder","Persistently Present",NA,"Decreasing","Decreasing"
"875","Southeast US","SEAMAP Spring Coastal Trawl Survey","Paralichthys dentatus","Summer flounder","Persistently Present",NA,"Decreasing","Decreasing"
"876","Southeast US","SEAMAP Spring Coastal Trawl Survey","Paralichthys lethostigma","Southern flounder","Persistently Present",NA,"Decreasing",NA
"877","Southeast US","SEAMAP Spring Coastal Trawl Survey","Penaeus aztecus","Brown shrimp","Persistently Present",NA,"Increasing",NA
"878","Southeast US","SEAMAP Spring Coastal Trawl Survey","Penaeus duorarum","Pink shrimp","Persistently Present",NA,"Decreasing","Decreasing"
"879","Southeast US","SEAMAP Spring Coastal Trawl Survey","Penaeus setiferus","Northern white shrimp","Persistently Present",NA,"Increasing",NA
"880","Southeast US","SEAMAP Spring Coastal Trawl Survey","Peprilus paru","Harvestfish","Persistently Present",NA,NA,NA
"881","Southeast US","SEAMAP Spring Coastal Trawl Survey","Peprilus triacanthus","American butterfish","Persistently Present",NA,"Decreasing",NA
"882","Southeast US","SEAMAP Spring Coastal Trawl Survey","Persephona mediterranea","Mottled purse crab","Persistently Present",NA,"Decreasing",NA
"883","Southeast US","SEAMAP Spring Coastal Trawl Survey","Pilumnus sayi","Spineback hairy crab","Sporadic - Primarily Present",NA,NA,NA
"884","Southeast US","SEAMAP Spring Coastal Trawl Survey","Pomatomus saltatrix","Bluefish","Persistently Present",NA,"Decreasing","Decreasing"
"885","Southeast US","SEAMAP Spring Coastal Trawl Survey","Porcellana sigsbeiana","Striped porcelain crab","Sporadic - Primarily Absent",NA,NA,NA
"886","Southeast US","SEAMAP Spring Coastal Trawl Survey","Prionotus carolinus","Northern searobin","Persistently Present",NA,"Decreasing",NA
"887","Southeast US","SEAMAP Spring Coastal Trawl Survey","Prionotus evolans","Striped searobin","Persistently Present",NA,NA,NA
"888","Southeast US","SEAMAP Spring Coastal Trawl Survey","Prionotus rubio","Blackwing searobin","Emerged",NA,NA,NA
"889","Southeast US","SEAMAP Spring Coastal Trawl Survey","Prionotus scitulus","Leopard searobin","Persistently Present",NA,"Decreasing",NA
"890","Southeast US","SEAMAP Spring Coastal Trawl Survey","Prionotus tribulus","Bighead searobin","Persistently Present",NA,"Decreasing",NA
"891","Southeast US","SEAMAP Spring Coastal Trawl Survey","Pseudobatos lentiginosus","Atlantic guitarfish","Sporadic - Primarily Present",NA,"Decreasing",NA
"892","Southeast US","SEAMAP Spring Coastal Trawl Survey","Rachycentron canadum","Cobia","Sporadic - Primarily Present",NA,NA,NA
"893","Southeast US","SEAMAP Spring Coastal Trawl Survey","Rhinoptera bonasus","Cownose ray","Persistently Present",NA,"Decreasing",NA
"894","Southeast US","SEAMAP Spring Coastal Trawl Survey","Rhizoprionodon terraenovae","Atlantic sharpnose shark","Persistently Present",NA,NA,NA
"895","Southeast US","SEAMAP Spring Coastal Trawl Survey","Rimapenaeus constrictus","Roughneck shrimp","Potentially Disappearing",NA,"Decreasing",NA
"896","Southeast US","SEAMAP Spring Coastal Trawl Survey","Rostroraja eglanteria","Clearnose skate","Persistently Present",NA,"Decreasing","Decreasing"
"897","Southeast US","SEAMAP Spring Coastal Trawl Survey","Sardinella aurita","Spanish sardine","Emerged",NA,"Decreasing",NA
"898","Southeast US","SEAMAP Spring Coastal Trawl Survey","Scomberomorus cavalla","King mackerel","Persistently Present",NA,"Decreasing",NA
"899","Southeast US","SEAMAP Spring Coastal Trawl Survey","Scomberomorus maculatus","Spanish mackerel","Persistently Present",NA,NA,NA
"900","Southeast US","SEAMAP Spring Coastal Trawl Survey","Scophthalmus aquosus","Windowpane flounder","Persistently Present",NA,"Decreasing","Decreasing"
"901","Southeast US","SEAMAP Spring Coastal Trawl Survey","Selene setapinnis","Atlantic moonfish","Persistently Present",NA,"Increasing",NA
"902","Southeast US","SEAMAP Spring Coastal Trawl Survey","Selene vomer","Lookdown","Potentially Emerging",NA,"Increasing",NA
"903","Southeast US","SEAMAP Spring Coastal Trawl Survey","Sicyonia brevirostris","Brown rock shrimp","Potentially Disappearing",NA,NA,NA
"904","Southeast US","SEAMAP Spring Coastal Trawl Survey","Sphoeroides maculatus","Northern puffer","Persistently Present",NA,NA,NA
"905","Southeast US","SEAMAP Spring Coastal Trawl Survey","Sphyraena guachancho","Guachanche barracuda","Persistently Present",NA,"Increasing",NA
"906","Southeast US","SEAMAP Spring Coastal Trawl Survey","Sphyrna lewini","Scalloped hammerhead","Emerged",NA,"Increasing",NA
"907","Southeast US","SEAMAP Spring Coastal Trawl Survey","Sphyrna tiburo","Bonnethead","Persistently Present",NA,NA,NA
"908","Southeast US","SEAMAP Spring Coastal Trawl Survey","Squalus acanthias","Spiny dogfish","Sporadic - Primarily Absent",NA,"Decreasing",NA
"909","Southeast US","SEAMAP Spring Coastal Trawl Survey","Squilla empusa","Mantis shrimp","Persistently Present",NA,NA,NA
"910","Southeast US","SEAMAP Spring Coastal Trawl Survey","Stellifer lanceolatus","Star drum","Persistently Present",NA,NA,NA
"911","Southeast US","SEAMAP Spring Coastal Trawl Survey","Stephanolepis hispida","Planehead filefish","Sporadic - Primarily Present",NA,"Increasing",NA
"912","Southeast US","SEAMAP Spring Coastal Trawl Survey","Stomolophus meleagris","Cannonball jellyfish","Emerged","Preliminary trend - under review","Decreasing",NA
"913","Southeast US","SEAMAP Spring Coastal Trawl Survey","Syacium papillosum","Dusky flounder","Sporadic - Primarily Present",NA,NA,NA
"914","Southeast US","SEAMAP Spring Coastal Trawl Survey","Symphurus plagiusa","Blackcheek tonguefish","Potentially Disappearing",NA,"Decreasing",NA
"915","Southeast US","SEAMAP Spring Coastal Trawl Survey","Syngnathus louisianae","Chain pipefish","Potentially Disappearing",NA,NA,NA
"916","Southeast US","SEAMAP Spring Coastal Trawl Survey","Synodus foetens","Inshore lizardfish","Persistently Present",NA,"Increasing",NA
"917","Southeast US","SEAMAP Spring Coastal Trawl Survey","Trachinotus carolinus","Florida pompano","Persistently Present",NA,NA,NA
"918","Southeast US","SEAMAP Spring Coastal Trawl Survey","Trachurus lathami","Rough scad","Sporadic - Primarily Present",NA,"Decreasing",NA
"919","Southeast US","SEAMAP Spring Coastal Trawl Survey","Trichiurus lepturus","Atlantic cutlassfish","Persistently Present",NA,NA,NA
"920","Southeast US","SEAMAP Spring Coastal Trawl Survey","Trinectes maculatus","Hogchoker","Persistently Present",NA,NA,NA
"921","Southeast US","SEAMAP Spring Coastal Trawl Survey","Upeneus parvus","Dwarf goatfish","Sporadic - Primarily Present",NA,"Decreasing",NA
"922","Southeast US","SEAMAP Spring Coastal Trawl Survey","Urophycis floridana","Southern hake","Persistently Present",NA,NA,NA
"923","Southeast US","SEAMAP Spring Coastal Trawl Survey","Urophycis regia","Spotted hake","Persistently Present",NA,"Decreasing",NA
"924","Southeast US","SEAMAP Spring Coastal Trawl Survey","Xiphopenaeus kroyeri","Atlantic seabob","Sporadic - Primarily Present",NA,NA,NA
"925","Southeast US","SEAMAP Summer Coastal Trawl Survey","Acanthostracion quadricornis","Scrawled cowfish","Potentially Disappearing",NA,NA,NA
"926","Southeast US","SEAMAP Summer Coastal Trawl Survey","Achelous gibbesii","Iridescent swimming crab","Persistently Present",NA,"Decreasing",NA
"927","Southeast US","SEAMAP Summer Coastal Trawl Survey","Achelous spinimanus","Blotched swimming crab","Persistently Present",NA,NA,NA
"928","Southeast US","SEAMAP Summer Coastal Trawl Survey","Alectis ciliaris","African pompano","Sporadic - Primarily Present",NA,NA,NA
"929","Southeast US","SEAMAP Summer Coastal Trawl Survey","Alosa aestivalis","Blueback herring","Disappeared",NA,NA,NA
"930","Southeast US","SEAMAP Summer Coastal Trawl Survey","Aluterus schoepfii","Orange filefish","Sporadic - Primarily Present",NA,NA,NA
"931","Southeast US","SEAMAP Summer Coastal Trawl Survey","Anchoa spp.","Anchovies","Persistently Present",NA,NA,NA
"932","Southeast US","SEAMAP Summer Coastal Trawl Survey","Ancylopsetta quadrocellata","Ocellated flounder","Persistently Present",NA,"Decreasing",NA
"933","Southeast US","SEAMAP Summer Coastal Trawl Survey","Arenaeus cribrarius","Speckled swimming crab","Persistently Present",NA,NA,NA
"934","Southeast US","SEAMAP Summer Coastal Trawl Survey","Ariopsis felis","Hardhead catfish","Sporadic - Primarily Present",NA,"Increasing",NA
