survey_name,accepted_name,common,kingdom,phylum,class,order,family,genus,rank,worms_id,SpecCode,filtercat,,,,,,,
Metridium senile,Metridium senile,Clonal plumose anemone,Animalia,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,Species,100982,NA,Species,,,,,,,
Nemocardium transversum,Microcardium tinctum,Transverse micro-cockle,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Nemocardium,Species,381847,NA,Species,,,,,,,
Microcardium tinctum,Microcardium tinctum,Transverse micro-cockle,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Nemocardium,Species,381847,NA,Species,,,,,,,
Microcardium transversum,Microcardium tinctum,Transverse micro-cockle,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Nemocardium,Species,381847,NA,Species,,,,,,,
Microcottus sellaris,Microcottus sellaris,Brightbelly sculpin,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Microcottus,Species,254404,4116,Species,,,,,,,
Microgadus proximus,Microgadus proximus,Pacific tomcod,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Microgadus,Species,275873,1879,Species,,,,,,,
Microgadus tomcod,Microgadus tomcod,Atlantic tomcod,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Microgadus,Species,158928,316,Species,,,,,,,
Microgobius,Microgobius,NA,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Microgobius,Genus,158803,NA,remove,,,,,,,
Microgobius gulosus,Microgobius gulosus,Clown goby,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Microgobius,Species,158804,3891,Species,,,,,,,
Microgobius thalassiunus,Microgobius thalassinus,Green goby,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Microgobius,Species,158805,3893,Species,,,,,,,
Microgobius thalassinus,Microgobius thalassinus,Green goby,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Microgobius,Species,158805,3893,Species,,,,,,,
Micropanope,Micropanope,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae,Micropanope,Genus,246346,NA,remove,,,,,,,
Micropanope sculptipes,Micropanope sculptipes,Sculptured mud crab,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudorhombilidae,Micropanope,Species,422137,NA,Species,,,,,,,
Microphrys,Microphrys,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Mithracidae,Microphrys,Genus,415637,NA,remove,,,,,,,
Micropogonias undulatus,Micropogonias undulatus,Atlantic croaker,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Micropogonias,Species,151158,408,Species,,,,,,,
Microporina,Microporina,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Microporidae,Microporina,Genus,160494,NA,remove,,,,,,,
Microporina sp.,Microporina,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Microporidae,Microporina,Genus,160494,NA,remove,,,,,,,
Microporina articulata,Microporina articulata,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Microporidae,Microporina,Species,160496,NA,Species,,,,,,,
Microspathodon chrysurus,Microspathodon chrysurus,Yellowtail damselfish,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Microspathodon,Species,281571,1122,Species,,,,,,,
Embassichthys bathybius,Microstomus bathybius,Deep-sea sole,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Embassichthys,Species,305684,4236,Species,,,,,,,
Microstomus bathybius,Microstomus bathybius,Deep-sea sole,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Embassichthys,Species,305684,4236,Species,,,,,,,
Microstomus pacificus,Microstomus pacificus,Dover sole,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Microstomus,Species,274294,4247,Species,,,,,,,
Rochinia crassa,Minyorhyncha crassa,Inflated spiny crab,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Rochinia,Species,1252733,NA,Species,,,,,,,
Mithrax forceps,Mithraculus forceps,Red ridged clinging crab,Animalia,Arthropoda,Malacostraca,Decapoda,Mithracidae,Mithrax,Species,421988,NA,Species,,,,,,,
Mithraculus forceps,Mithraculus forceps,Red ridged clinging crab,Animalia,Arthropoda,Malacostraca,Decapoda,Mithracidae,Mithrax,Species,421988,NA,Species,,,,,,,
Mithrax,Mithrax,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Mithracidae,Mithrax,Genus,158428,NA,remove,,,,,,,
Mithrax hispidus,Mithrax hispidus,Coral clinging crab,Animalia,Arthropoda,Malacostraca,Decapoda,Mithracidae,Mithrax,Species,158429,NA,Species,,,,,,,
Mithrax pleuracanthus,Mithrax pleuracanthus,Shaggy clinging crab,Animalia,Arthropoda,Malacostraca,Decapoda,Mithracidae,Mithrax,Species,454040,NA,Species,,,,,,,
Mnemiopsis,Mnemiopsis,NA,Animalia,Ctenophora,Tentaculata,Lobata,Bolinidae,Mnemiopsis,Genus,106355,NA,remove,,,,,,,
Mnemiopsis mccradyi,Mnemiopsis leidyi,Sea walnut,Animalia,Ctenophora,Tentaculata,Lobata,Bolinidae,Mnemiopsis,Species,106401,NA,Species,,,,,,,
Manta birostris,Mobula birostris,Giant manta,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,Species,1026118,2061,Species,,,,,,,
Mobula hypostoma,Mobula hypostoma,Devil ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,Species,158530,2586,Species,,,,,,,
Modiolus,Modiolus,NA,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,Genus,138223,NA,remove,,,,,,,
Modiolus americanus,Modiolus americanus,Tulip mussel,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,Species,420705,NA,Species,,,,,,,
Modiolus modiolus,Modiolus modiolus,Northern horsemussel,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,Species,140467,NA,Species,,,,,,,
Moira atropus,Moira atropos,NA,Animalia,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,Moira,Species,158067,NA,Species,,,,,,,
Moira atropos,Moira atropos,NA,Animalia,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,Moira,Species,158067,NA,Species,,,,,,,
Mola mola,Mola mola,Ocean sunfish,Animalia,Chordata,Teleostei,Tetraodontiformes,Molidae,Mola,Species,127405,1732,Species,,,,,,,
Molgula,Molgula,NA,Animalia,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Molgula,Genus,103509,NA,remove,,,,,,,
Molgula sp.,Molgula,NA,Animalia,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Molgula,Genus,103509,NA,remove,,,,,,,
Molgula griffithsii,Molgula griffithsii,Sea grape,Animalia,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Molgula,Species,250885,NA,Species,,,,,,,
Molgula occidentalis,Molgula occidentalis,NA,Animalia,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Molgula,Species,103790,NA,Species,,,,,,,
Molgula retortiformis,Molgula retortiformis,Sea clod,Animalia,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Molgula,Species,103796,NA,Species,,,,,,,
Mollusca,Mollusca,Molluscs,Animalia,Mollusca,NA,NA,NA,NA,Phylum,51,NA,remove,,,,,,,
Moloha faxoni,Moloha faxoni,Pacific carrier crab,Animalia,Arthropoda,Malacostraca,Decapoda,Homolidae,Moloha,Species,440204,NA,Species,,,,,,,
Molpadia,Molpadia,NA,Animalia,Echinodermata,Holothuroidea,Molpadida,Molpadiidae,Molpadia,Genus,123540,NA,remove,,,,,,,
Molpadia sp.,Molpadia,NA,Animalia,Echinodermata,Holothuroidea,Molpadida,Molpadiidae,Molpadia,Genus,123540,NA,remove,,,,,,,
Molpadia barbouri,Molpadia barbouri,NA,Animalia,Echinodermata,Holothuroidea,Molpadida,Molpadiidae,Molpadia,Species,148820,NA,Species,,,,,,,
Molpadia cubana,Molpadia cubana,NA,Animalia,Echinodermata,Holothuroidea,Molpadida,Molpadiidae,Molpadia,Species,148822,NA,Species,,,,,,,
Molpadia intermedia,Molpadia intermedia,Sweet potato sea cucumber,Animalia,Echinodermata,Holothuroidea,Molpadida,Molpadiidae,Molpadia,Species,529545,NA,Species,,,,,,,
Molpadia oolitica,Molpadia oolitica,NA,Animalia,Echinodermata,Holothuroidea,Molpadida,Molpadiidae,Molpadia,Genus,124802,NA,remove,,,,,,,
Molpadiidae,Molpadiidae,NA,Animalia,Echinodermata,Holothuroidea,Molpadida,Molpadiidae,NA,Family,123196,NA,remove,,,,,,,
Molpidida,Molpidida,NA,NA,NA,NA,NA,NA,NA,HigherOrder,NA,NA,remove,,,,,,,
Monacanthus,Monacanthus,NA,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Monacanthus,Genus,159496,NA,remove,,,,,,,
Monacanthus ciliatus,Monacanthus ciliatus,Fringed filefish,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Monacanthus,Species,159497,4280,Species,,,,,,,
Monacanthus tuckeri,Monacanthus tuckeri,Slender filefish,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Monacanthus,Species,159499,NA,Species,,,,,,,
Monanchora alaskensis,Monanchora alaskensis,Alaskan horny sponge,Animalia,Porifera,Demospongiae,Poecilosclerida,Crambeidae,Monanchora,Species,169015,NA,Species,,,,,,,
Stelodoryx alaskensis,Monanchora alaskensis,Alaskan horny sponge,Animalia,Porifera,Demospongiae,Poecilosclerida,Crambeidae,Monanchora,Species,169015,NA,Species,,,,,,,
Monanchora pulchra,Monanchora pulchra,Yellow leafy sponge,Animalia,Porifera,Demospongiae,Poecilosclerida,Crambeidae,Monanchora,Species,169022,NA,Species,,,,,,,
Monolene sessilicauda,Monolene sessilicauda,Deepwater flounder,Animalia,Chordata,Teleostei,Pleuronectiformes,Bothidae,Monolene,Species,159213,4227,Species,,,,,,,
Cymatium krebsii,Monoplex krebsii,Krebs hairy triton,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cymatiidae,Cymatium,Species,476525,NA,Species,,,,,,,
Monoplex krebsii,Monoplex krebsii,Krebs hairy triton,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cymatiidae,Cymatium,Species,476525,NA,Species,,,,,,,
Cymatium parthenopeum,Monoplex parthenopeus,Giant triton,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cymatiidae,Cymatium,Species,476531,NA,Species,,,,,,,
Monoplex parthenopeus,Monoplex parthenopeus,Giant triton,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cymatiidae,Cymatium,Species,476531,NA,Species,,,,,,,
Cymatium pileare,Monoplex pilearis,Common hairy triton,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cymatiidae,Cymatium,Species,476533,NA,Species,,,,,,,
Monoplex pilearis,Monoplex pilearis,Common hairy triton,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cymatiidae,Cymatium,Species,476533,NA,Species,,,,,,,
Mopalia,Mopalia,NA,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,Genus,385567,NA,remove,,,,,,,
Mopalia egretta,Mopalia egretta,Egret plumped mopalia,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,Species,386344,NA,Species,,,,,,,
Mopalia swanii,Mopalia swanii,Swan's mopalia,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,Species,386361,NA,Species,,,,,,,
Mopaliidae,Mopaliidae,NA,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,NA,Family,23074,NA,remove,,,,,,,
Moreiradromia,Moreiradromia,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Dromiidae,Moreiradromia,Genus,415655,NA,remove,,,,,,,
Cryptodromiopsis antillensis,Moreiradromia antillensis,Hairy sponge crab,Animalia,Arthropoda,Malacostraca,Decapoda,Dromiidae,Cryptodromiopsis,Species,421894,NA,Species,,,,,,,
Dromidia antillensis,Moreiradromia antillensis,Hairy sponge crab,Animalia,Arthropoda,Malacostraca,Decapoda,Dromiidae,Dromidia,Species,421894,NA,Species,,,,,,,
Moreiradromia antillensis,Moreiradromia antillensis,Hairy sponge crab,Animalia,Arthropoda,Malacostraca,Decapoda,Dromiidae,Dromidia,Species,421894,NA,Species,,,,,,,
Moridae,Moridae,NA,Animalia,Chordata,Teleostei,Gadiformes,Moridae,NA,Family,125474,NA,remove,,,,,,,
Morone americana,Morone americana,White perch,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Moronidae,Morone,Species,151177,355,Species,,,,,,,
Morone saxatilis,Morone saxatilis,Striped bass,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Moronidae,Morone,Species,151179,353,Species,,,,,,,
Mugil,Mugil,NA,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Mugil,Genus,126032,NA,remove,,,,,,,
Mugil cephalus,Mugil cephalus,Flathead grey mullet,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Mugil,Species,126983,785,Species,,,,,,,
Mugil curema,Mugil curema,White mullet,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Mugil,Species,159416,1086,Species,,,,,,,
Mullidae,Mullidae,NA,Animalia,Chordata,Teleostei,Mulliformes,Mullidae,NA,Family,125547,NA,remove,,,,,,,
Mulloidichthys martinicus,Mulloidichthys martinicus,Yellow goatfish,Animalia,Chordata,Teleostei,Mulliformes,Mullidae,Mulloidichthys,Species,277991,1092,Species,,,,,,,
Mullus,Mullus,NA,Animalia,Chordata,Teleostei,Mulliformes,Mullidae,Mullus,Genus,126034,NA,remove,,,,,,,
Mullus auratus,Mullus auratus,Red goatfish,Animalia,Chordata,Teleostei,Mulliformes,Mullidae,Mullus,Species,159418,1093,Species,,,,,,,
Munida,Munida,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,Genus,106835,NA,remove,,,,,,,
Munidopsis,Munidopsis,Squat lobsters,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Genus,106836,NA,remove,,,,,,,
Munidopsis sp.,Munidopsis,Squat lobsters,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Genus,106836,NA,remove,,,,,,,
Munidopsis hystrix,Munidopsis hystrix,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Species,392539,NA,Species,,,,,,,
Munidopsis quadrata,Munidopsis quadrata,Four-cornered squat lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Species,392590,NA,Species,,,,,,,
Munidopsis robusta,Munidopsis robusta,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Species,392596,NA,Species,,,,,,,
Munidopsis a,Munidopsis sp. A,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Species,NA,NA,Species,,,,,,,
Munidopsis sp. A,Munidopsis sp. A,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Species,NA,NA,Species,,,,,,,
Munidopsis verrilli,Munidopsis verrilli,Verrill pinch bug,NA,NA,NA,NA,NA,NA,Species,392640,NA,Species,,,,,,,
Muraena retifera,Muraena retifera,Reticulate moray,Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Muraena,Species,158586,2618,Species,,,,,,,
Muraenidae,Muraenidae,NA,Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,NA,Family,125431,NA,remove,,,,,,,
Murex,Murex,Murex snails,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Murex,Genus,138196,NA,remove,,,,,,,
Muricea,Muricea,NA,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Plexauridae,Muricea,Genus,177745,NA,remove,,,,,,,
Muriceides,Muriceides,NA,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Paramuriceidae,Muriceides,Genus,125310,NA,remove,,,,,,,
Muriceides sp.,Muriceides,NA,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Paramuriceidae,Muriceides,Genus,125310,NA,remove,,,,,,,
Muriceides nigra,Muriceides nigra,NA,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Paramuriceidae,Muriceides,Species,286365,NA,Species,,,,,,,
Muricidae,Muricidae,Murex snails,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,NA,Family,148,NA,remove,,,,,,,
Musculus,Musculus,NA,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,Genus,138225,NA,remove,,,,,,,
Musculus sp.,Musculus,NA,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,Genus,138225,NA,remove,,,,,,,
Musculus discors,Musculus discors,Discordant mussel,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,Species,140472,NA,Species,,,,,,,
Musculus olivaceus,Musculus discors,Discordant mussel,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,Species,140472,NA,Species,,,,,,,
Musculus niger,Musculus niger,Black mussel,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,Species,140474,NA,Species,,,,,,,
Mustelus,Mustelus,NA,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,Genus,105732,NA,remove,,,,,,,
Mustelus sp.,Mustelus,NA,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,Genus,105732,NA,remove,,,,,,,
Mustelus californicus,Mustelus californicus,Gray smooth-hound,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,Species,271381,2538,Species,,,,,,,
Mustelus canis,Mustelus canis,Smooth dogfish,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,Species,158518,2539,Species,,,,,,,
Mustelus henlei,Mustelus henlei,Brown smooth-hound,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,Species,271386,2540,Species,,,,,,,
Mustelus lunulatus,Mustelus lunulatus,Sicklefin smooth-hound,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,Species,271389,2541,Species,,,,,,,
Mustelus norrisi,Mustelus norrisi,Narrowfin smooth-hound,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,Species,271392,2542,Species,,,,,,,
Mustelus sinusmexicanus,Mustelus sinusmexicanus,Gulf smooth-hound,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,Species,271394,50773,Species,,,,,,,
Benthoctopus leioderma,Muusoctopus leioderma,Smoothskin octopus,Animalia,Mollusca,Cephalopoda,Octopoda,Bathypolypodidae,Benthoctopus,Species,1043781,NA,Species,,,,,,,
Muusoctopus leioderma,Muusoctopus leioderma,Smoothskin octopus,Animalia,Mollusca,Cephalopoda,Octopoda,Bathypolypodidae,Benthoctopus,Species,1043781,NA,Species,,,,,,,
Benthoctopus oregonensis,Muusoctopus oregonensis,NA,Animalia,Mollusca,Cephalopoda,Octopoda,Bathypolypodidae,Benthoctopus,Species,527160,NA,Species,,,,,,,
Muusoctopus oregonensis,Muusoctopus oregonensis,NA,Animalia,Mollusca,Cephalopoda,Octopoda,Bathypolypodidae,Benthoctopus,Species,527160,NA,Species,,,,,,,
Benthoctopus sibiricus,Muusoctopus sibiricus,NA,Animalia,Mollusca,Cephalopoda,Octopoda,Bathypolypodidae,Benthoctopus,Species,527164,NA,Species,,,,,,,
Muusoctopus sibiricus,Muusoctopus sibiricus,NA,Animalia,Mollusca,Cephalopoda,Octopoda,Bathypolypodidae,Benthoctopus,Species,527164,NA,Species,,,,,,,
Mya,Mya,Gaper clams,Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,Genus,138211,NA,remove,,,,,,,
Mya sp.,Mya,Gaper clams,Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,Genus,138211,NA,remove,,,,,,,
Mya arenaria,Mya arenaria,Softshell clam,Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,Species,140430,NA,Species,,,,,,,
Mya baxteri,Mya baxteri,NA,Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,Species,505900,NA,Species,,,,,,,
Mya elegans,Mya elegans,NA,Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,Genus,138211,NA,remove,,,,,,,
Mya pseudoarenaria,Mya pseudoarenaria,False softshell,Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,Species,156249,NA,Species,,,,,,,
Mya truncata,Mya truncata,Truncate softshell,Animalia,Mollusca,Bivalvia,Myida,Myidae,Mya,Species,140431,NA,Species,,,,,,,
Mycale,Mycale,NA,Animalia,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,Genus,131907,NA,remove,,,,,,,
Mycale sp.,Mycale,NA,Animalia,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,Genus,131907,NA,remove,,,,,,,
Mycale adhaerens,Mycale (Aegogropila) adhaerens,Smooth scallop sponge,Animalia,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,Species,168518,NA,Species,,,,,,,
Mycale carlilei,Mycale (Carmia) carlilei,NA,Animalia,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,Species,225435,NA,Species,,,,,,,
Mycale bellabellensis,Mycale (Mycale) loveni,Loven's horny sponge,Animalia,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,Species,168642,NA,Species,,,,,,,
Mycale loveni,Mycale (Mycale) loveni,Loven's horny sponge,Animalia,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,Species,168642,NA,Species,,,,,,,
Mycale tylota,Mycale (Mycale) tylota,NA,Animalia,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,Species,168664,NA,Species,,,,,,,
Mycale sp. A (Clark 2006),Mycale sp. A (Clark 2006),red mycale,NA,NA,NA,NA,NA,NA,Species,NA,NA,Species,,,,,,,
Mycteroperca,Mycteroperca,NA,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Mycteroperca,Genus,126069,NA,remove,,,,,,,
Mycteroperca bonaci,Mycteroperca bonaci,Black grouper,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Mycteroperca,Species,159231,1209,Species,,,,,,,
Mycteroperca interstitialis,Mycteroperca interstitialis,Yellowmouth grouper,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Mycteroperca,Species,273878,1211,Species,,,,,,,
Mycteroperca microlepis,Mycteroperca microlepis,Gag,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Mycteroperca,Species,273880,1212,Species,,,,,,,
Mycteroperca phenax,Mycteroperca phenax,Scamp,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Mycteroperca,Species,159233,1213,Species,,,,,,,
Mycteroperca venenosa,Mycteroperca venenosa,Yellowfin grouper,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Mycteroperca,Species,273885,1216,Species,,,,,,,
Myctophidae,Myctophidae,Lanternfishes,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,NA,Family,125498,NA,remove,,,,,,,
Myctophinae,Myctophinae,NA,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,NA,Species,395001,NA,Species,,,,,,,
Myctophum humboldti,Myctophum punctatum,Spotted lanternfish,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Myctophum,Species,126627,1328,Species,,,,,,,
Myctophum punctatum,Myctophum punctatum,Spotted lanternfish,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Myctophum,Species,126627,1328,Species,,,,,,,
Myliobatidae,Myliobatidae,NA,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,NA,Family,105710,NA,remove,,,,,,,
Myliobatis californica,Myliobatis californica,Bat eagle ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Species,271485,2582,Species,,,,,,,
Myliobatis freminvillei,Myliobatis freminvillei,Bullnose eagle ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Species,399783,1251,Species,,,,,,,
Myliobatis freminvillii,Myliobatis freminvillei,Bullnose eagle ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Species,399783,1251,Species,,,,,,,
Myliobatis goodei,Myliobatis goodei,Southern eagle ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Species,271487,2583,Species,,,,,,,
