survey_name,valid_name,common,rank,class,order,family,citation,valid_authority,valid_AuthID,url,src_database
Melanonus zugmayeri,Melanonus zugmayeri,Arrowtail,Species,Actinopteri,Gadiformes,Melanonidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Melanonus zugmayeri Norman, 1930. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126483 on 2022-12-01","Norman, 1930",126483,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126483,WORMS
Melanostigma atlanticum,Melanostigma atlanticum,Atlantic soft pout,Species,Actinopteri,Perciformes,Zoarcidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Melanostigma atlanticum Koefoed, 1952. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127120 on 2022-12-01","Koefoed, 1952",127120,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127120,WORMS
Melanostigma pammelas,Melanostigma pammelas,Midwater eelpout,Species,Actinopteri,Perciformes,Zoarcidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Melanostigma pammelas Gilbert, 1896. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274134 on 2022-12-01","Gilbert, 1896",274134,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274134,WORMS
Melanostomias sp.,Melanostomias,,HigherOrder,,,,,,,,worms
Melanostomiatidae (stomiatidae) f.,Melanostomiinae,,HigherOrder,Actinopteri,Stomiiformes,Stomiidae,,,,,worms
Melanostomiinae,Melanostomiinae,,HigherOrder,Actinopteri,Stomiiformes,Stomiidae,,,,,worms
Mellita,Mellita,,HigherOrder,,,,,,,,worms
Mellita quinquesperforata,Mellita quinquiesperforata,Keyhole sand dollar,Species,Echinoidea,Echinolampadacea,Mellitidae,"Kroh, A.; Mooi, R. (2022). World Echinoidea Database. Mellita testudinata L. Agassiz, 1841. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=569345 on 2022-12-01","(Leske, 1778)",158065,https://www.marinespecies.org/aphia.php?p=taxdetails&id=569345,WORMS
Mellita testudinata,Mellita quinquiesperforata,Keyhole sand dollar,Species,Echinoidea,Echinolampadacea,Mellitidae,"Kroh, A.; Mooi, R. (2022). World Echinoidea Database. Mellita testudinata L. Agassiz, 1841. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=569345 on 2022-12-01","(Leske, 1778)",158065,https://www.marinespecies.org/aphia.php?p=taxdetails&id=569345,WORMS
Melongenidae,Melongenidae,,HigherOrder,,,,,,,,worms
Membras martinica,Membras martinica,Rough silverside,Species,Actinopteri,Atheriniformes,Atherinopsidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Membras martinica (Valenciennes, 1835). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159220 on 2022-12-01","(Valenciennes, 1835)",159220,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159220,WORMS
Menidia beryllina,Menidia beryllina,Inland silverside,Species,Actinopteri,Atheriniformes,Atherinopsidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Menidia beryllina (Cope, 1867). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159227 on 2022-12-01","(Cope, 1867)",159227,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159227,WORMS
Menidia menidia,Menidia menidia,Atlantic silverside,Species,Actinopteri,Atheriniformes,Atherinopsidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Menidia menidia (Linnaeus, 1766). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159228 on 2022-12-01","(Linnaeus, 1766)",159228,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159228,WORMS
Menippe,Menippe,,HigherOrder,Malacostraca,Decapoda,Menippidae,,,,,worms
Menippe adina,Menippe adina,Gulf stone crab,Species,Malacostraca,Decapoda,Menippidae,"WoRMS (2022). Menippe adina Williams & Felder, 1986. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=422069 on 2022-12-01","Williams & Felder, 1986",422069,https://www.marinespecies.org/aphia.php?p=taxdetails&id=422069,WORMS
Menippe mercenaria,Menippe mercenaria,Florida stone crab,Species,Malacostraca,Decapoda,Menippidae,"WoRMS (2022). Menippe mercenaria (Say, 1818). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=422070 on 2022-12-01","(Say, 1818)",422070,https://www.marinespecies.org/aphia.php?p=taxdetails&id=422070,WORMS
Menticirrhus americanus,Menticirrhus americanus,Southern kingfish,Species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Menticirrhus americanus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159326 on 2022-12-01","(Linnaeus, 1758)",159326,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159326,WORMS
Menticirrhus littoralis,Menticirrhus littoralis,Gulf kingfish,Species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Menticirrhus littoralis (Holbrook, 1847). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159327 on 2022-12-01","(Holbrook, 1847)",159327,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159327,WORMS
Menticirrhus saxatilis,Menticirrhus saxatilis,Northern kingfish,Species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Menticirrhus saxatilis (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159329 on 2022-12-01","(Bloch & Schneider, 1801)",159329,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159329,WORMS
Meoma ventricosa,Meoma ventricosa,Red heart urchin,Species,Echinoidea,Spatangoida,Brissidae,"Kroh, A.; Mooi, R. (2022). World Echinoidea Database. Meoma ventricosa (Lamarck, 1816). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=367846 on 2022-12-01","(Lamarck, 1816)",367846,https://www.marinespecies.org/aphia.php?p=taxdetails&id=367846,WORMS
Mercenaria,Mercenaria,,HigherOrder,Bivalvia,Venerida,Veneridae,,,,,worms
Mercenaria campechiensis,Mercenaria campechiensis,Southern hardshell clam,Species,Bivalvia,Venerida,Veneridae,"MolluscaBase eds. (2022). MolluscaBase. Mercenaria campechiensis (Gmelin, 1791). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=422678 on 2022-12-01","(Gmelin, 1791)",422678,https://www.marinespecies.org/aphia.php?p=taxdetails&id=422678,WORMS
Mercenaria mercenaria,Mercenaria mercenaria,Northern quahog,Species,Bivalvia,Venerida,Veneridae,"MolluscaBase eds. (2022). MolluscaBase. Mercenaria mercenaria (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=141919 on 2022-12-01","(Linnaeus, 1758)",141919,https://www.marinespecies.org/aphia.php?p=taxdetails&id=141919,WORMS
Venus mercenaria (obsolete),Mercenaria mercenaria,Northern quahog,Species,Bivalvia,Venerida,Veneridae,"MolluscaBase eds. (2022). MolluscaBase. Mercenaria mercenaria (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=141919 on 2022-12-01","(Linnaeus, 1758)",141919,https://www.marinespecies.org/aphia.php?p=taxdetails&id=141919,WORMS
Merlucciidae,Merlucciidae,Merluccid hakes,HigherOrder,Actinopteri,Gadiformes,Merlucciidae,,,,,worms
Merluccius sp,Merluccius,,HigherOrder,Actinopteri,Gadiformes,Merlucciidae,,,,,worms
Merluccius albidus,Merluccius albidus,Offshore hake,Species,Actinopteri,Gadiformes,Merlucciidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Merluccius albidus (Mitchill, 1818). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158748 on 2022-12-01","(Mitchill, 1818)",158748,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158748,WORMS
Merluccius bilinearis,Merluccius bilinearis,Silver hake,Species,Actinopteri,Gadiformes,Merlucciidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Merluccius bilinearis (Mitchill, 1814). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158962 on 2022-12-01","(Mitchill, 1814)",158962,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158962,WORMS
Merluccius productus,Merluccius productus,Pacific hake,Species,Actinopteri,Gadiformes,Merlucciidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Merluccius productus (Ayres, 1855). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272458 on 2022-12-01","(Ayres, 1855)",272458,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272458,WORMS
Mesocentrotus franciscanus,Mesocentrotus franciscanus,Red sea urchin,Species,Echinoidea,Camarodonta,Strongylocentrotidae,"Kroh, A.; Mooi, R. (2022). World Echinoidea Database. Mesocentrotus franciscanus (A. Agassiz, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=591102 on 2022-12-19","(A. Agassiz, 1863)",591102,https://www.marinespecies.org/aphia.php?p=taxdetails&id=591102,WORMS
Strongylocentrotus franciscanus,Mesocentrotus franciscanus,Red sea urchin,Species,Echinoidea,Camarodonta,Strongylocentrotidae,"Kroh, A.; Mooi, R. (2022). World Echinoidea Database. Strongylocentrotus franciscanus (A. Agassiz, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240762 on 2022-12-01","(A. Agassiz, 1863)",591102,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240762,WORMS
Mesopenaeus tropicalis,Mesopenaeus tropicalis,Salmon shrimp,Species,Malacostraca,Decapoda,Solenoceridae,"WoRMS (2022). Mesopenaeus tropicalis (Bouvier, 1905). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=377474 on 2022-12-01","(Bouvier, 1905)",377474,https://www.marinespecies.org/aphia.php?p=taxdetails&id=377474,WORMS
Cancer anthonyi,Metacarcinus anthonyi,Yellow rock crab,Species,Malacostraca,Decapoda,Cancridae,,,,,WORMS
Cancer gracilis,Metacarcinus gracilis,Graceful rock crab,Species,Malacostraca,Decapoda,Cancridae,"WoRMS (2022). Cancer gracilis Dana, 1852. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=452220 on 2022-12-01","(Dana, 1852)",440387,https://www.marinespecies.org/aphia.php?p=taxdetails&id=452220,WORMS
Metacarcinus gracilis,Metacarcinus gracilis,Graceful rock crab,Species,Malacostraca,Decapoda,Cancridae,"WoRMS (2023). Metacarcinus gracilis (Dana, 1852). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=440387 on 2023-01-31","(Dana, 1852)",440387,https://www.marinespecies.org/aphia.php?p=taxdetails&id=440387,worms
Cancer magister,Metacarcinus magister,Dungeness crab,Species,Malacostraca,Decapoda,Cancridae,"WoRMS (2022). Cancer magister Dana, 1852. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=452271 on 2022-12-01","(Dana, 1852)",440388,https://www.marinespecies.org/aphia.php?p=taxdetails&id=452271,WORMS
Metacarcinus magister,Metacarcinus magister,Dungeness crab,Species,Malacostraca,Decapoda,Cancridae,"WoRMS (2022). Metacarcinus magister (Dana, 1852). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=440388 on 2022-12-19","(Dana, 1852)",440388,https://www.marinespecies.org/aphia.php?p=taxdetails&id=440388,WORMS
Metacrangon,Metacrangon,,HigherOrder,Malacostraca,Decapoda,Crangonidae,"WoRMS (2023). Metacrangon Zarenkov, 1965. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=107008 on 2023-01-31","Zarenkov, 1965",107008,https://www.marinespecies.org/aphia.php?p=taxdetails&id=107008,worms
Metacrangon sp.,Metacrangon,,HigherOrder,Malacostraca,Decapoda,Crangonidae,,,,,worms
Metacrangon variabilis,Metacrangon variabilis,Deepsea spinyhead,Species,Malacostraca,Decapoda,Crangonidae,"WoRMS (2022). Metacrangon variabilis (Rathbun, 1902). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=515746 on 2022-12-01","(Rathbun, 1902)",515746,https://www.marinespecies.org/aphia.php?p=taxdetails&id=515746,WORMS
Metapenaeopsis,Metapenaeopsis,,HigherOrder,,,,,,,,worms
Metapenaeopsis goodei,Metapenaeopsis goodei,Caribbean velvet shrimp,Species,Malacostraca,Decapoda,Penaeidae,"WoRMS (2022). Metapenaeopsis goodei (Smith, 1885). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=377493 on 2022-12-01","(Smith, 1885)",377493,https://www.marinespecies.org/aphia.php?p=taxdetails&id=377493,WORMS
Metoporhaphis,Metoporhaphis,,HigherOrder,,,,,,,,worms
Metoporhaphis calcarata,Metoporhaphis calcarata,False arrow crab,Species,Malacostraca,Decapoda,Inachidae,"WoRMS (2022). Metoporhaphis calcarata (Say, 1818). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=421950 on 2022-12-01","(Say, 1818)",421950,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421950,WORMS
Metridium,Metridium,,HigherOrder,Anthozoa,Actiniaria,Metridiidae,,,,,worms
Metridium sp.,Metridium,,HigherOrder,Anthozoa,Actiniaria,Metridiidae,,,,,worms
Metridium farcimen,Metridium farcimen,Giant plumose anemone,Species,Anthozoa,Actiniaria,Metridiidae,"Rodr<ed>guez, E.; Fautin, D; Daly, M. (2022). World List of Actiniaria. Metridium farcimen (Brandt, 1835). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283704 on 2022-12-01","(Brandt, 1835)",283704,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283704,WORMS
Metridium farcimen (=metridium giganteum),Metridium farcimen,Giant plumose anemone,Species,Anthozoa,Actiniaria,Metridiidae,,,,,worms
Metridium senile,Metridium senile,Clonal plumose anemone,Species,Anthozoa,Actiniaria,Metridiidae,"Rodr<ed>guez, E.; Fautin, D; Daly, M. (2022). World List of Actiniaria. Metridium senile (Linnaeus, 1761). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100982 on 2022-12-01","(Linnaeus, 1761)",100982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=100982,WORMS
Nemocardium transversum,Microcardium tinctum,Transverse micro-cockle,Species,Bivalvia,Cardiida,Cardiidae,"MolluscaBase eds. (2022). MolluscaBase. Nemocardium transversum (Rehder & Abbott, 1951). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=582748 on 2022-12-01","(Dall, 1881)",381847,https://www.marinespecies.org/aphia.php?p=taxdetails&id=582748,WORMS
Microcottus sellaris,Microcottus sellaris,Brightbelly sculpin,Species,Actinopteri,Perciformes,Cottidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Microcottus sellaris (Gilbert, 1896). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254404 on 2022-12-01","(Gilbert, 1896)",254404,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254404,WORMS
Microgadus proximus,Microgadus proximus,Pacific tomcod,Species,Actinopteri,Gadiformes,Gadidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Microgadus proximus (Girard, 1854). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275873 on 2022-12-01","(Girard, 1854)",275873,https://www.marinespecies.org/aphia.php?p=taxdetails&id=275873,WORMS
Microgadus tomcod,Microgadus tomcod,Atlantic tomcod,Species,Actinopteri,Gadiformes,Gadidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Microgadus tomcod (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158928 on 2022-12-01","(Walbaum, 1792)",158928,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158928,WORMS
Microgobius,Microgobius,,HigherOrder,Teleostei,Gobiiformes,Gobiidae,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Microgobius Poey, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158803 on 2023-01-23","Poey, 1876",158803,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158803,WORMS
Microgobius gulosus,Microgobius gulosus,Clown goby,Species,Actinopteri,Gobiiformes,Gobiidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Microgobius gulosus (Girard, 1858). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158804 on 2022-12-01","(Girard, 1858)",158804,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158804,WORMS
Microgobius thalassiunus,Microgobius thalassinus,Green goby,Species,Actinopterygii,Perciformes,Gobiidae,,,,,WORMS
Micromesistius poutassou,Micromesistius poutassou,Blue whiting,Species,Actinopteri,Gadiformes,Gadidae,"Froese, R. and D. Pauly. Editors. (2022). FishBase. Micromesistius poutassou (Risso, 1827). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126439 on 2022-12-19","(Risso, 1827)",126439,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126439,WORMS
Micropanope,Micropanope,,HigherOrder,,,,,,,,worms
Micropanope nuttingii,Micropanope nuttingii,Beaded mud crab,Species,,,,,,,,worms
Micropanope sculptipes,Micropanope sculptipes,Sculptured mud crab,Species,Malacostraca,Decapoda,Pseudorhombilidae,"WoRMS (2022). Micropanope sculptipes Stimpson, 1871. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=422137 on 2022-12-01","Stimpson, 1871",422137,https://www.marinespecies.org/aphia.php?p=taxdetails&id=422137,WORMS
Microphrys,Microphrys,,HigherOrder,Malacostraca,Decapoda,Mithracidae,,,,,worms
